标准商品ID,标准商品,成本价,最低限价,平台,货源商品,货源商,对接码,库存,公开价,商品链接
gemini-pro-year,Gemini Pro 成品号,55,,链动小铺,【GCP/CLI可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美国20-24年高权重老邮箱账号,"熊猫丨货源 GPT,gimini,专业速冲，招代理",19,2,59,https://pay.ldxp.cn/item/rjip3m
gemini-pro-year,Gemini Pro 成品号,55,59,链动小铺,【GCP/CLI可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,Gemini丨Telegram,66,8,59,https://pay.ldxp.cn/item/wkb8xw
gemini-pro-year,Gemini Pro 成品号,55,59,链动小铺,【GCP/CLI可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,Gemini丨Telegram,Pro,4,59,https://pay.ldxp.cn/item/fbwkvg
gemini-pro-year,Gemini Pro 成品号,55,59,链动小铺,【GCP/CLI可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,卡卡丨货源,kaka,9,59,https://pay.ldxp.cn/item/9kofwp
gemini-pro-recharge,Gemini Pro 充值/开通,55,,链动小铺,Gemini pro 一年CDK充值订阅 10次卡（一张卡10次额度）,AI小店,0000001,7,70,https://pay.ldxp.cn/item/v8di1m
gemini-pro-year,Gemini Pro 成品号,60,,链动小铺,gemini一年pro会员（质保30天）,AKMOZ.com魔卡AI（销量9k+）只做精品【GPT plus成品号 直充 接码】（无条件质保）,AiMan,3,68,https://pay.ldxp.cn/item/scdo7r
gemini-pro-year,Gemini Pro 成品号,120,,链动小铺,【反重力GCP可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美国20-24年高权重老邮箱账号,奥特曼丨ChatGPT,18,2,128,https://pay.ldxp.cn/item/g8zev4
gemini-pro-year,Gemini Pro 成品号,120,,链动小铺,【反重力GCP可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,"熊猫丨货源 GPT,gimini,专业速冲，招代理",19,1,128,https://pay.ldxp.cn/item/plkubb
gemini-pro-year,Gemini Pro 成品号,120,128,链动小铺,【反重力GCP可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,Gemini丨Telegram,66,3,128,https://pay.ldxp.cn/item/xckg6l
gemini-pro-year,Gemini Pro 成品号,120,128,链动小铺,【反重力GCP可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,Gemini丨Telegram,Pro,10,128,https://pay.ldxp.cn/item/d2guy4
gemini-pro-year,Gemini Pro 成品号,120,128,链动小铺,【反重力GCP可用】Gemini Pro 12个月成品【质保一年丨官方订阅】美区20-24年高权重老邮箱账号,卡卡丨货源,kaka,4,128,https://pay.ldxp.cn/item/7pn2cs
gemini-ultra,Google AI Ultra / Gemini Ultra,179,,链动小铺,Google AI Ultra 5x【质保订阅】支持Antigravity反重力｜【家庭组车位】月权益,与世隔绝的AI小店,luoerl2,49,219,https://pay.ldxp.cn/item/rlx8we
gemini-ultra,Google AI Ultra / Gemini Ultra,188,,链动小铺,Google AI Ultra 20x【质保订阅】支持Antigravity反重力｜家庭组邀请版,旋风麦乐鸡-[Ai会员+接码]TG会员版--新增美味superGrok,63kko1k7,20,190,https://pay.ldxp.cn/item/i12wna
gemini-ultra,Google AI Ultra / Gemini Ultra,299,,链动小铺,Google AI Ultra 20x【质保订阅】支持Antigravity反重力｜【家庭组车位】月权益,与世隔绝的AI小店,luoerl2,51,369,https://pay.ldxp.cn/item/ceuuwg
gemini-pro-year,Gemini Pro 成品号,350,,链动小铺,Gemini ulrta个人主号 5x/20x成品账号,大行gemini pro批发,ndxkx179,4,330,https://pay.ldxp.cn/item/suzryw
grok-account,Grok 普号 / 体验号,0.1,0.5,链动小铺,【Grok 普号】【帐密+sso】成品｜域名邮箱】质保1天---自产，量大联系,猫猫豆,mmdou,713,0.07,https://pay.ldxp.cn/item/6f9pcu
grok-account,Grok 普号 / 体验号,0.1,,链动小铺,grok free 微软邮箱 cpa/sub2 json 可用grok-4.5,gptfree,chatgptfree,191,0.1,https://pay.ldxp.cn/item/wx9l4j
grok-account,Grok 普号 / 体验号,0.1,0.1,链动小铺,grok普号(福利),AI创意小店,4poksvwy,20,0.1,https://pay.ldxp.cn/item/nce1wn
grok-account,Grok 普号 / 体验号,0.1,,链动小铺,grok普号（仅sso）,AI创意小店,4poksvwy,1000,0.1,https://pay.ldxp.cn/item/fkh1d4
grok-account,Grok 普号 / 体验号,0.1,,链动小铺,grok普号（free账密）,AI创意小店,4poksvwy,1000,0.2,https://pay.ldxp.cn/item/2xgm3o
grok-account,Grok 普号 / 体验号,0.2,,链动小铺,grok域名邮箱定制注册,AI创意小店,4poksvwy,1000,0.3,https://pay.ldxp.cn/item/g3lfyq
grok-account,Grok 普号 / 体验号,0.29,0.29,链动小铺,【直登普号】 Grok AI 长效微软邮箱 账密 SSO 直登,AI 云智聪聪,u0fffzj6,24,0.29,https://pay.ldxp.cn/item/2pl1ui
grok-account,Grok 普号 / 体验号,0.5,,链动小铺,grok长效微软普号（free账密）,AI创意小店,4poksvwy,100,0.7,https://pay.ldxp.cn/item/s6do54
grok-account,Grok 普号 / 体验号,0.5,0.5,云猫寄售,Grok 长效微软邮箱注册 无会员普通号 附赠微软邮箱,AI万能工具箱,grok,20,1,https://catfk.com/item/txjpxe
grok-account,Grok 普号 / 体验号,0.7,0.8,链动小铺,[普号|白号] Grok AI 长效微软邮箱,炒鸡变黑的AI店（CDK 代充 PRO，Plus龟头卷价版）,chaoji,62,0.8,https://pay.ldxp.cn/item/s2yw2e
grok-account,Grok 普号 / 体验号,0.8,0.8,链动小铺,Grok 长效微软邮箱注册 无会员普通号 附赠微软邮箱,AI万能工具箱,G$mXEnSOs5,12,1,https://pay.ldxp.cn/item/6eodz5
grok-account,Grok 普号 / 体验号,1,,链动小铺,Grok 普号,gpt源头代充,cheche,165,1,https://pay.ldxp.cn/item/rx1fad
super-grok,Super Grok,29,29,链动小铺,【质保3天】SuperGrok 30天【性价比超高】,ai源头批发,5qht5izv,12,29.9,https://pay.ldxp.cn/item/q6ekv4
super-grok,Super Grok,40,18,链动小铺,【质保5天】SuperGrok成品30天【小店推荐】,ai源头批发,5qht5izv,12,45,https://pay.ldxp.cn/item/awb3hl
super-grok,Super Grok,48.8,49.8,链动小铺,【SuperGrok 成品三个月】,眺望AI铺,dbw0th8z,1,49.8,https://pay.ldxp.cn/item/dy0jd6
super-grok,Super Grok,50,67,云猫寄售,Super Grok AI 1 个月 - 独享现成账号(质保首登),知行出海商铺,zxch,7,67,https://catfk.com/item/ux4g3o
super-grok,Super Grok,55,54,链动小铺,SuperGrok 独享账号 一月会员 质保15天super,AI万能工具箱,G$mXEnSOs5,3,55,https://pay.ldxp.cn/item/9cn4cv
super-grok,Super Grok,60.5,,链动小铺,CDK Grok Super 一个月充值 （质保订阅 正规代充）（切换个人grok）,AI小店,0000001,21,61,https://pay.ldxp.cn/item/crgi5n
super-grok,Super Grok,65,,链动小铺,Super Grok（直冲一个月）,AI批发部【源头直供 招代理 全程质保】,GPT888,29,65,https://pay.ldxp.cn/item/uoip76
super-grok,Super Grok,65,65,云猫寄售,【支持开发票】Super Grok 正规官方充值,AGI（AI源头批发中心）,agi,1,65,https://catfk.com/item/snpnrp
super-grok,Super Grok,65,65,云猫寄售,Grok Super直充月卡（30刀，质保不掉订阅版，666渠道）,金金Ai源头批发（招实力代理）,jinjin,1,65,https://catfk.com/item/usnmwm
super-grok,Super Grok,65,,云猫寄售,Super Grok（直冲一个月）,AI批发部【源头直供 招代理 全程质保】,GPT888,29,65,https://catfk.com/item/goods_7d753924907d42d15bf3424a
super-grok,Super Grok,68,,链动小铺,CDK【安卓IOS通用】印度区IOS Grok Super 一个月充值,云边小铺（招代理）,one,1,88,https://pay.ldxp.cn/item/bkc7gb
super-grok,Super Grok,68,68,链动小铺,Grok Super正规直充卡密（一个月）,云洲-AI源头,yunzhouai,2,135,https://pay.ldxp.cn/item/15uiqp
super-grok,Super Grok,70,,链动小铺,Grok Super充值码，对应30美元一个月的Super订阅,AKMOZ.com魔卡AI（销量13k+）只做精品Ai,akmoz,1,75,https://pay.ldxp.cn/item/6lwhn7
super-grok,Super Grok,70,70,链动小铺,Grok Super官方正规充值1个月卡密（质保不掉订阅，66渠道）,52AI店铺,52AI,5,70,https://pay.ldxp.cn/item/aw5epv
super-grok,Super Grok,70,70,链动小铺,Grok Super直充月卡（30刀，质保不掉订阅版，666渠道）,咕咕Ai源头号商（招实力代理）,gugu,4,70,https://pay.ldxp.cn/item/160ep2
super-grok,Super Grok,70,70,链动小铺,Grok-Super Grok $30月卡 【30天质保】秒冲不排队,Ludan AI商店【GPT源头直供/招代理】,ludan,3,70,https://pay.ldxp.cn/item/haudhb
super-grok,Super Grok,75,75,链动小铺,Grok Super 正规充值 一个月,Fkai,subaicc,10,75,https://pay.ldxp.cn/item/gzq6d0
super-grok,Super Grok,75,75,链动小铺,Grok-Super Grok $30月卡 【30天质保】秒冲不排队，可开发票,即刻智联AI,ok1,101,125,https://pay.ldxp.cn/item/x1dkme
super-grok,Super Grok,75,80,云猫寄售,Super Grok 30刀月卡 【30天质保】秒冲不排队，可开发票,即刻智联AI（招代理）,ok1,39,75,https://catfk.com/item/rmq4v9
super-grok,Super Grok,79,,链动小铺,【稳定正规充值】SuperGrok 30天【小白必备】,ai源头批发,5qht5izv,2,129,https://pay.ldxp.cn/item/xl9aa0
super-grok,Super Grok,79,90,链动小铺,Super grok 官方直充2个月（质保60天订阅）可查到期时间,Ai稳定供应（GPT/Grok/Gemini源头直供）,a4bhmp1y,23,119,https://pay.ldxp.cn/item/oy4wym
super-grok,Super Grok,85,,云猫寄售,CDK Grok Super 一个月充值 （无质保 正规代充）,gpt/gemini代充/成品（招代理）,736661915,1170,88,https://catfk.com/item/wsnfqs
super-grok,Super Grok,88,,链动小铺,Grok Super直充卡密（两个月）,AI小铺,z90603bu,5,100,https://pay.ldxp.cn/item/ka7kgm
super-grok,Super Grok,88,90,链动小铺,Super grok iOS直充2个月（无货联系客服）,加菲猫的千层饼ai源头,xt23kjjw,5,88,https://pay.ldxp.cn/item/qgh480
super-grok,Super Grok,88.88,88.88,链动小铺,Super Grok 稳定特殊渠道季卡独享成品号1（稳定新渠道推荐，质保首登）,Ai2You智友社，让更多的人用上更好的AI,Ai2YouZYS8888@_@,1,88.88,https://pay.ldxp.cn/item/dclf3d
super-grok,Super Grok,89,100,链动小铺,【1个月质保】SuperGrok月卡iOS直充,Tora-雪诺AI源头分销小铺,layerneko,993,99.9,https://pay.ldxp.cn/item/nab725
super-grok,Super Grok,95,100,链动小铺,Grok Super 正规充值 两个月,Fkai,subaicc,8,100,https://pay.ldxp.cn/item/tb8qfl
grok-account,Grok 普号 / 体验号,98,,链动小铺,grok月会员已经扣款续费的号稳定3个月,小妖怪,b7965o02,3,98,https://pay.ldxp.cn/item/lv2cao
super-grok,Super Grok,98,94,链动小铺,SuperGrok 独享账号 三个月会员 官方渠道,AI万能工具箱,G$mXEnSOs5,3,100,https://pay.ldxp.cn/item/xhlffn
super-grok,Super Grok,98.88,98.88,链动小铺,Super Grok 稳定正规渠道 双月卡会员直充服务1（质保订阅，封号不质保，请用无订阅账号充值，卡密自助充值服务）,Ai2You智友社，让更多的人用上更好的AI,Ai2YouZYS8888@_@,2,98.88,https://pay.ldxp.cn/item/taez15
super-grok,Super Grok,99,,链动小铺,【充一得二】2月SuperGrok直充,ai源头批发,5qht5izv,3,169,https://pay.ldxp.cn/item/dogyrw
super-grok,Super Grok,99,,链动小铺,【正规成品】3个月SuperGrok,ai源头批发,5qht5izv,2,119,https://pay.ldxp.cn/item/vuqjkx
super-grok,Super Grok,99,,链动小铺,2个月Super Grok 会员,云边小铺（招代理）,one,6,150,https://pay.ldxp.cn/item/xinfl5
super-grok,Super Grok,100,,链动小铺,"grok super 3 个月成品账号,全程保",gemini gpt grok,xmanart123,11,100,https://pay.ldxp.cn/item/zuzz9a
super-grok,Super Grok,100,80,链动小铺,SuperGrok 直充卡密（一个月）,图图Ai服务商,tutu,1,110,https://pay.ldxp.cn/item/1byx5s
super-grok,Super Grok,108,108,链动小铺,Grok Super正规直充卡密（两个月）,云洲-AI源头,yunzhouai,3,238,https://pay.ldxp.cn/item/51qznr
super-grok,Super Grok,110,,链动小铺,SuperGrok 全程质保,榴莲的小店,liulian,1,110,https://pay.ldxp.cn/item/ieql1l
super-grok,Super Grok,119,130,链动小铺,Grok-Super Grok 2个月卡 【质保】秒冲不排队，可开发票,即刻智联AI,ok1,85,199,https://pay.ldxp.cn/item/n4jgqc
super-grok,Super Grok,119,120,云猫寄售,Super Grok 2个月卡 秒冲不排队，可开发票,即刻智联AI（招代理）,ok1,144,119,https://catfk.com/item/bgyzew
super-grok,Super Grok,120,,链动小铺,Grok Super 正规IOS充值 （30刀/2月）,张啊三,7w3ssrwk,23,168,https://pay.ldxp.cn/item/x8muti
super-grok,Super Grok,120,,云猫寄售,Grok升级官网30美金supergrok 2个月套餐,商家886,5hs8kzgq,1,300,https://catfk.com/item/q4j2sn
super-grok,Super Grok,140,,链动小铺,Super Grok 直冲卡密（一个月）,海神- GPT-大玩家（招代理）,aov0x17n,200,145,https://pay.ldxp.cn/item/oc0wzd
super-grok,Super Grok,152,152,链动小铺,【2个月质保】SuperGrok月卡iOS直充,Tora-雪诺AI源头分销小铺,layerneko,999,179.99,https://pay.ldxp.cn/item/6sd6p9
super-grok,Super Grok,155,155,链动小铺,Grok Super 2月自助卡密,ParHom,zzx,1,135,https://pay.ldxp.cn/item/cpq9i2
super-grok,Super Grok,160,140,链动小铺,SuperGrok 直充卡密（两个月）,图图Ai服务商,tutu,1,180,https://pay.ldxp.cn/item/qvfvn4
super-grok,Super Grok,200,,链动小铺,Super Grok 正规IOS充值 （30刀/2月）自助开通卡密/支持续费-ID充值,海神- GPT-大玩家（招代理）,aov0x17n,30,215,https://pay.ldxp.cn/item/hevebv
super-grok,Super Grok,230,200,链动小铺,SuperGrok 独享账号 一年会员 官方渠道,AI万能工具箱,G$mXEnSOs5,3,240,https://pay.ldxp.cn/item/qflpyq
super-grok,Super Grok,288,288,链动小铺,Super Grok 稳定特殊渠道年卡独享成品号1（稳定新渠道推荐，附送X Premium账户，质保首登）,Ai2You智友社，让更多的人用上更好的AI,Ai2YouZYS8888@_@,1,288,https://pay.ldxp.cn/item/r4fdrp
super-grok-heavy,SuperGrok Heavy / Grok Heavy,360,,链动小铺,Heavy Grok代充一个月（独家质保）,AI批发部【源头直供 招代理 全程质保】,GPT888,12,360,https://pay.ldxp.cn/item/3s6wxt
super-grok-heavy,SuperGrok Heavy / Grok Heavy,360,,云猫寄售,Heavy Grok 代充一个月（独家质保）,AI批发部【源头直供 招代理 全程质保】,GPT888,29,360,https://catfk.com/item/goods_325192bf8f4c31b623089a46
super-grok,Super Grok,380,390,链动小铺,Supergrok一年（可直充可成品，质保6个月订阅，不要域名邮箱，反代、封号不保）,加菲猫的千层饼ai源头,xt23kjjw,4,380,https://pay.ldxp.cn/item/byzmhb
super-grok-heavy,SuperGrok Heavy / Grok Heavy,380,390,链动小铺,Supergrokheavy(质保订阅一个月，封号、反代不保）,加菲猫的千层饼ai源头,xt23kjjw,3,380,https://pay.ldxp.cn/item/8mrv9u
super-grok-heavy,SuperGrok Heavy / Grok Heavy,478,478,链动小铺,【官方会员】Supergrok heavy月卡(质保订阅一个月，可选代充和成品）,老马AI（源头直供，招代理）,ma666,20,478,https://pay.ldxp.cn/item/16jxs6
super-grok-heavy,SuperGrok Heavy / Grok Heavy,850,900,链动小铺,GROK heavy 60天 （就是折磨硬气，你随便搞，反代封号我都保）代理来谈，单个不优惠,沈听秋,v7593xsu,100,780,https://pay.ldxp.cn/item/l63wyw
super-grok-heavy,SuperGrok Heavy / Grok Heavy,1300,1300,链动小铺,Supergrok heavy一年（可成品可直充，质保订阅2个月，反代、封号不保）,加菲猫的千层饼ai源头,xt23kjjw,4,1288,https://pay.ldxp.cn/item/uzojkp
super-grok,Super Grok,1499,1500,链动小铺,【官方直充】Super Grok12个月（包含同时长X Premium+会员）全程质保订阅,老马AI（源头直供，招代理）,ma666,30,1499,https://pay.ldxp.cn/item/1kqpwr
super-grok-heavy,SuperGrok Heavy / Grok Heavy,1799,1799,链动小铺,【官网直充】Supergrok heavy年卡12个月(质保3个月 正规渠道 可选成品）,老马AI（源头直供，招代理）,ma666,5,1799,https://pay.ldxp.cn/item/gapjy2
outlook-account,Outlook / Hotmail 邮箱,0.04,0.04,云猫寄售,outlook邮箱,秋,88,9,0.04,https://catfk.com/item/k5rrdz
outlook-account,Outlook / Hotmail 邮箱,0.05,,链动小铺,全新微软邮箱Hotmail网页号 未触发7天,aihome,ihrobs8r,239,0.05,https://pay.ldxp.cn/item/etgjqu
outlook-account,Outlook / Hotmail 邮箱,0.05,,链动小铺,全新微软邮箱Outlook网页号 未触发7天,aihome,ihrobs8r,59,0.05,https://pay.ldxp.cn/item/4xsjb8
outlook-account,Outlook / Hotmail 邮箱,0.05,0.05,链动小铺,hotmail邮箱,商家8719,of2i1t4p,1252,0.05,https://pay.ldxp.cn/item/wrs8a4
outlook-account,Outlook / Hotmail 邮箱,0.05,0.05,链动小铺,Hotmail长效OAuth2令牌号【买前请看商品介绍】,JieAiTop,JieAiTop,14921,0.05,https://pay.ldxp.cn/item/wq6ml0
outlook-account,Outlook / Hotmail 邮箱,0.05,0.05,链动小铺,outlook邮箱,商家8719,of2i1t4p,536,0.05,https://pay.ldxp.cn/item/hq89og
outlook-account,Outlook / Hotmail 邮箱,0.05,,云猫寄售,全新微软邮箱Outlook网页号 未触发7天 邮箱---密码格式发货,aihome,aihome,37,0.05,https://catfk.com/item/6la8y9
outlook-account,Outlook / Hotmail 邮箱,0.06,,链动小铺,全新微软邮箱Hotmail 支持OAuth2令牌和Graph令牌 双协议登录 已开通IMAP POP协议 未触发7天,aihome,ihrobs8r,4767,0.06,https://pay.ldxp.cn/item/763xox
outlook-account,Outlook / Hotmail 邮箱,0.06,0.06,链动小铺,微软hotmail,浅墨,n9gagmve,4,0.06,https://pay.ldxp.cn/item/t6uap7
outlook-account,Outlook / Hotmail 邮箱,0.06,,云猫寄售,全新微软邮箱Hotmail 支持OAuth2令牌和Graph令牌 双协议登录 已开通IMAP POP协议 未触发7天,aihome,aihome,87,0.06,https://catfk.com/item/oof9x1
outlook-account,Outlook / Hotmail 邮箱,0.07,0.07,链动小铺,微软邮箱长效-outlook/hotmail oauth2令牌 refresh_token号 imap pop3,虚拟产品批发,77588,2235,0.08,https://pay.ldxp.cn/item/rmu34l
outlook-account,Outlook / Hotmail 邮箱,0.07,0.07,链动小铺,微软长效-Outlook,aicloudhub,qtlsucix,64,0.07,https://pay.ldxp.cn/item/9n5h3d
outlook-account,Outlook / Hotmail 邮箱,0.07,0.07,链动小铺,微软长效-outlook-【gr/o2双令牌号】-【英文随机+数字】,iKun AI源头小铺,ikun666,24,0.07,https://pay.ldxp.cn/item/5pevry
outlook-account,Outlook / Hotmail 邮箱,0.08,0.12,链动小铺,微软长效-Hotmail-API取件-Graph令牌号和OAuth2,源头GPT,6h4k3xuq,87,0.12,https://pay.ldxp.cn/item/fc0ckb
outlook-account,Outlook / Hotmail 邮箱,0.08,0.12,链动小铺,微软长效-outlook-API取件-Graph令牌号和OAuth2,源头GPT,6h4k3xuq,18,0.12,https://pay.ldxp.cn/item/t72di8
outlook-account,Outlook / Hotmail 邮箱,0.08,0.08,链动小铺,HOTMAIL邮箱(带账密和令牌，可快速取件),金幺の小店,911,151,0.08,https://pay.ldxp.cn/item/5lwqpk
outlook-account,Outlook / Hotmail 邮箱,0.08,0.08,链动小铺,Outlook邮箱(带账密和令牌，可快速取件),金幺の小店,911,208,0.08,https://pay.ldxp.cn/item/zhqiwr
outlook-account,Outlook / Hotmail 邮箱,0.09,,链动小铺,微软长效-outlook-【gr/o2双令牌号】Graph令牌号和OAuth2-IMAP-POP3,aicloudhub,qtlsucix,70,0.09,https://pay.ldxp.cn/item/m4k6gx
outlook-account,Outlook / Hotmail 邮箱,0.1,0.12,链动小铺,Outlook_长效令牌号_IMAP取件或者Graph取件,AI源头-oak,oak,984,0.1,https://pay.ldxp.cn/item/9zzfel
outlook-account,Outlook / Hotmail 邮箱,0.1,0.1,链动小铺,"outlook-令牌长效-邮件获取:imap,pop3,graph(双令牌通用)",ai教父,aijiaofu,15,0.1,https://pay.ldxp.cn/item/73yeet
outlook-account,Outlook / Hotmail 邮箱,0.12,0.1,链动小铺,hotmail 满周长效o2+gra双令牌-未触发7天,小八的AI小店,iyl5xz2w,40,0.1,https://pay.ldxp.cn/item/8399a0
